#plate_id	well_id	chemical	category	moa	co_id	replica	activity	min	max	height	plateau	slope	lag	area	source
PM01	A01	Negative Control	carbon	C-Source, negative control		2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DuctApe
PM01	A01	Negative Control	carbon	C-Source, negative control		3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DuctApe
PM01	A02	L-Arabinose	carbon	C-Source, carbohydrate	C00259	3	9	0.1	359.19845388	221.975238477	370.954833693	10.920889836	5.9694391465	15847.4802501	DuctApe
PM01	A03	N-Acetyl-D-Glucosamine	carbon	C-Source, carbohydrate	C00140	2	9	0.1	400.069168341	208.121132412	503.577574566	8.09914217914	2.72684772827	14834.6580955	DuctApe
PM01	A03	N-Acetyl-D-Glucosamine	carbon	C-Source, carbohydrate	C00140	3	9	0.1	344.801232891	191.921289727	416.031829527	7.49250526043	1.40980706534	13688.994898	DuctApe
PM01	A04	D-Saccharic acid	carbon	C-Source, carboxylic acid	C00818	2	1	0.1	14.4840446201	5.52209546818	8.96651204445	0.693216540915	49.8732129298	394.300614629	DuctApe
PM01	A04	D-Saccharic acid	carbon	C-Source, carboxylic acid	C00818	3	0	0.579203535315	7.72417343431	5.73758220067	5.22466185289	1.69227739004	8.44437723114	410.226667655	DuctApe
PM01	A05	Succinic acid	carbon	C-Source, carboxylic acid	C00042	3	9	0.1	267.90439517	193.416023937	264.347316297	14.3727232541	7.89826008487	13825.4520753	DuctApe
PM01	A06	D-Galactose	carbon	C-Source, carbohydrate	C00124	2	8	0.1	345.974113613	161.478305943	345.467225909	265.120543122	25.5	11496.6602353	DuctApe
PM01	A06	D-Galactose	carbon	C-Source, carbohydrate	C00124	3	9	0.1	349.26448844	202.897355964	379.306648874	9.05593648338	4.47017809836	14477.5979462	DuctApe
PM01	A07	L-Aspartic acid	carbon	C-Source, amino acid	C00049	2	4	0.1	228.362483363	101.360303236	227.712748735	166.882139886	29.25	7212.31539106	DuctApe
PM01	A07	L-Aspartic acid	carbon	C-Source, amino acid	C00049	3	5	0.1	204.195206772	90.3960683932	228.857111671	4.61055809043	15.1028728546	6431.90622177	DuctApe
PM01	A08	L-Proline	carbon	C-Source, amino acid	C00148	2	5	0.1	123.121204741	60.0621989866	0.0	0.0	0.0	4278.27037526	DuctApe
PM01	A08	L-Proline	carbon	C-Source, amino acid	C00148	3	5	0.1	188.115303915	93.9847671623	206.378073233	4.37516738466	9.47346918439	6696.32249672	DuctApe
PM01	A09	D-Alanine	carbon	C-Source, amino acid	C00133	2	0	0.1	0.1	0.1	0.0	0.0	0.0	7.125	DuctApe
PM01	A09	D-Alanine	carbon	C-Source, amino acid	C00133	3	0	0.1	0.1	0.1	0.0	0.0	0.0	7.125	DuctApe
PM01	A10	D-Trehalose	carbon	C-Source, carbohydrate	C01083	2	8	0.1	419.230834484	247.512693999	417.133779248	407.81935595	6.75	17663.664905	DuctApe
PM01	A10	D-Trehalose	carbon	C-Source, carbohydrate	C01083	3	9	0.1	325.379242253	198.48966536	411.677208276	8.47044199367	0.0	14169.2011901	DuctApe
PM01	A11	D-Mannose	carbon	C-Source, carbohydrate	C00159	3	7	0.1	296.362423541	162.668235733	363.739203112	6.36018209277	1.63734838618	11600.9395639	DuctApe
PM01	A12	Dulcitol	carbon	C-Source, carbohydrate	C01697	2	4	0.281977826444	175.164816458	55.5369533959	173.650468098	93.5512665421	54.75	3932.86809665	DuctApe
