# Genomic variability Vs. Phenomic variability
# disp/total = number of variable reaction IDs / number of total reaction IDs 
# diffAV = mean AV difference
# (-1, no activity available)
pathway	name	category	disp/core	diffAV
path:map01230	Biosynthesis of amino acids	osmolytes_and_ph	0.0	2.0
path:map01230	Biosynthesis of amino acids	carbon	0.0	1.70833333333
path:map00770	Pantothenate and CoA biosynthesis	osmolytes_and_ph	0.0	-1
path:map00770	Pantothenate and CoA biosynthesis	carbon	0.0	1.95833333333
path:map00650	Butanoate metabolism	osmolytes_and_ph	0.0	-1
path:map00650	Butanoate metabolism	carbon	0.0	1.39880952381
path:map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	osmolytes_and_ph	0.0	-1
path:map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	carbon	0.0	-1
path:map00350	Tyrosine metabolism	osmolytes_and_ph	0.0	-1
path:map00350	Tyrosine metabolism	carbon	0.0	1.07142857143
path:map00340	Histidine metabolism	osmolytes_and_ph	0.0	-1
path:map00340	Histidine metabolism	carbon	0.0	2.13888888889
path:map00250	Alanine, aspartate and glutamate metabolism	osmolytes_and_ph	0.0	-1
path:map00250	Alanine, aspartate and glutamate metabolism	carbon	0.0	1.625
path:map00240	Pyrimidine metabolism	osmolytes_and_ph	0.0	0.597222222222
path:map00240	Pyrimidine metabolism	carbon	0.0	1.94444444444
path:map00230	Purine metabolism	osmolytes_and_ph	0.0	0.597222222222
path:map00230	Purine metabolism	carbon	0.0	1.0
path:map00053	Ascorbate and aldarate metabolism	osmolytes_and_ph	0.0	-1
path:map00053	Ascorbate and aldarate metabolism	carbon	0.0	1.0625
path:map00040	Pentose and glucuronate interconversions	osmolytes_and_ph	0.0	-1
path:map00040	Pentose and glucuronate interconversions	carbon	0.0	1.00833333333
